order_id,customer_id,product_id,carrier_id,order_date,required_date,shipped_date,status,quantity,total_amount,days_delayed
673,42,9,3,2024-08-24,2024-09-15,2024-09-17,Deliverd,,22492.8,2
674,31,50,2,2023-04-20,2023-04-26,2023-04-27,Deliverd,94,30556.58,1
675,23,39,3,2023-05-28,2023-06-03,2023-06-09,Deliverd,81,34176.33,6
676,95,15,3,2023-02-05,2023-02-16,2023-03-07,delayed,,2114.58,19
677,10,37,4,2022-07-17,2022-07-26,2022-07-30,Deliverd,70,19965.4,4
678,81,29,1,2024-10-22,2024-11-05,2024-11-10,Delivered,55,21759.1,5
679,50,19,2,2024-10-18,2024-10-28,2024-10-29,delivered,33,12915.21,1
680,8,26,3,2024-11-26,2024-12-18,,CANCELLED,80,16035.2,
681,8,22,2,2022-03-08,2022-03-21,2022-04-03,DELAYED,98,44872.24,13
682,77,23,1,2023-04-28,2023-05-16,2023-05-28,Deliverd,10,4754.5,12
683,56,42,2,2022-03-14,2022-04-01,,Canceled,45,1547.1,
684,95,44,,2023-02-06,2023-02-26,,CANCELLED,88,339680.0,
685,8,23,3,2024-05-24,2024-06-13,2024-06-11,Delivered,25,4453.25,0
686,57,4,1,2022-04-04,2022-05-02,2022-05-03,DELIVERED,17,7374.77,1
687,10,43,1,2022-09-23,2022-10-15,2022-11-04,Deleyed,10,1487.9,20
688,41,34,2,2023-03-28,2023-04-14,2023-04-26,Delivered,35,9448.95,12
689,71,20,2,2024-09-22,2024-10-03,2024-10-02,delivered,95,29852.8,0
690,39,38,3,2024-07-18,2024-07-24,2024-07-22,DELIVERED,50,,0
691,24,14,2,2024-02-23,2024-03-09,2024-03-15,DELAYED,49,23980.11,6
692,80,22,1,2023-11-20,2023-12-19,2023-12-25,Delivered,93,42582.84,6
693,93,28,4,2023-08-12,2023-09-11,,Canceled,74,7622.74,
694,38,50,2,2023-05-03,2023-05-10,2023-05-10,DELIVERED,70,22754.9,0
695,3,29,2,2022-01-26,2022-02-01,2022-02-01,DELIVERED,60,23737.2,0
696,24,5,3,2022-04-30,2022-05-21,2022-05-23,DELIVERED,57,6255.18,2
697,84,15,1,2022-10-28,2022-11-27,,CANCELLED,15,1219.95,
698,77,46,5,2022-05-05,2022-05-30,2022-06-09,Deliverd,6,911.16,10
699,4,19,4,2024-01-31,2024-02-29,2024-03-07,DELAYED,19,7436.03,7
700,14,38,2,2023-08-26,2023-09-17,2023-09-15,DELIVERED,4,243.04,0
701,71,37,5,2022-11-04,2022-11-19,2022-12-08,Delivered,81,23102.82,19
702,35,29,5,2024-08-25,2024-09-18,,Canceled,41,16220.42,
703,47,47,4,2023-04-18,2023-05-05,2023-05-07,Delivered,53,11844.44,2
704,32,9,5,2024-07-08,2024-08-05,2024-08-17,delayed,69,17244.48,12
705,64,10,5,2022-08-30,2022-09-04,2022-09-22,delayed,,21473.32,18
706,17,48,4,2023-06-24,2023-07-21,,Cancelled,13,3378.44,
707,72,26,2,2024-12-20,2025-01-04,2025-01-20,DELAYED,90,18039.6,16
708,95,41,4,2022-08-09,2022-09-04,2022-09-04,Deliverd,58,6694.36,0
709,59,44,3,2024-11-09,2024-11-14,2024-12-06,DELIVERED,84,324240.0,22
710,66,34,5,2023-11-30,2023-12-04,,cancelled,75,20247.75,
711,45,21,5,2022-03-27,2022-04-25,2022-04-25,DELIVERED,13,704.21,0
712,66,14,1,2023-06-16,,2023-07-14,Delivered,71,34746.69,6
713,67,47,4,2022-01-14,2022-02-01,2022-02-01,Delivered,57,12738.36,0
714,29,23,1,2024-06-04,2024-06-22,2024-06-21,DELIVERED,11,4121.7,0
715,41,46,1,2022-06-01,2022-06-26,2022-07-08,Delivered,67,10174.62,12
716,37,32,2,2024-02-10,2024-03-11,2024-03-19,Delivered,24,8866.56,8
717,89,3,2,2022-01-07,2022-01-23,2022-01-25,delivered,54,9266.4,2
718,38,39,4,2023-01-04,2023-01-16,2023-02-02,DELIVERED,46,12708.42,17
719,91,45,3,2024-05-20,2024-05-26,2024-05-26,Deliverd,51,,0
720,34,50,5,2023-07-03,2023-07-22,2023-07-25,Deliverd,42,13652.94,3
721,74,27,4,2024-09-21,2024-10-17,2024-10-15,Delivered,29,754.87,0
722,71,50,3,2022-02-10,2022-03-08,2022-03-12,delivered,99,32181.93,4
723,71,27,3,2024-03-21,2024-04-20,2024-04-19,Delivered,28,728.84,0
724,4,19,2,2024-10-24,2024-11-08,2024-11-14,delayed,39,15263.43,6
725,10,6,3,2024-02-13,2024-03-07,2024-03-16,Deleyed,10,2799.1,9
726,40,13,4,2022-11-07,2022-11-13,,Cancelled,78,24736.14,
727,90,18,5,2024-08-23,2024-09-07,2024-09-06,Delivered,62,9260.94,0
728,62,29,2,2022-08-10,2022-08-27,2022-08-25,DELIVERED,48,18989.76,0
729,79,10,1,2022-12-13,2022-12-22,2023-01-03,delayed,52,15089.36,12
730,89,1,4,2023-11-23,2023-12-22,2023-12-24,Deliverd,35,168469.0,2
731,10,28,1,2023-10-22,2023-11-08,2023-11-15,delayed,90,9270.9,7
732,63,41,2,2022-08-21,2022-08-25,2022-09-14,Deleyed,68,7848.56,20
733,19,42,5,2023-08-26,2023-09-21,2023-09-23,DELIVERED,22,756.36,2
734,20,27,3,2023-11-08,2023-12-04,2023-12-05,Delivered,23,598.69,1
735,82,5,2,2024-07-28,2024-08-10,2024-08-11,Delivered,45,4938.3,1
736,85,35,5,2024-05-22,2024-06-12,2024-06-13,Delivered,83,18320.59,1
737,50,42,5,2022-07-29,2022-08-05,,cancelled,99,3403.62,
738,19,40,1,2024-08-27,2024-09-05,2024-09-04,DELIVERED,19,6732.08,0
739,16,33,3,2024-06-19,2024-07-05,2024-07-20,Deleyed,98,35189.84,15
740,56,46,3,2023-10-12,2023-10-31,2023-11-05,DELIVERED,19,2885.34,5
741,72,14,4,2023-12-15,2023-12-23,2024-01-05,delivered,79,38661.81,13
742,76,13,5,2022-01-22,2022-01-31,2022-02-16,DELAYED,1,,16
743,74,18,3,2023-07-14,2023-07-18,2023-07-20,Deliverd,81,3081.24,2
744,4,3,1,2024-08-27,2024-09-22,,Canceled,48,8236.8,
745,36,7,3,2022-09-02,2022-09-06,2022-09-12,Delayed,70,10710.7,6
746,98,5,1,2022-12-13,2023-01-03,2023-01-04,Delivered,25,2743.5,1
747,16,36,3,2024-11-01,2024-11-17,2024-11-20,Delivered,45,15594.3,3
748,82,1,2,2022-07-05,2022-07-13,2022-07-15,delivered,28,134775.2,2
749,53,18,2,2023-01-27,2023-02-22,2023-02-23,delivered,18,5163.66,1
750,99,24,5,2023-06-26,2023-07-01,2023-07-17,delayed,45,21183.3,16
751,90,14,3,2023-03-08,2023-04-02,2023-04-18,DELAYED,44,21533.16,16
752,76,9,4,2024-08-15,2024-08-26,2024-09-03,Delivered,60,14995.2,8
753,13,22,3,2022-01-17,2022-01-25,2022-02-14,delayed,83,,20
754,61,47,4,2024-07-23,2024-08-13,,cancelled,52,11620.96,
755,100,27,1,2022-03-24,2022-04-03,,Cancelled,55,1431.65,
756,43,9,2,2024-12-09,2024-12-18,,Cancelled,85,21243.2,
757,11,20,2,2024-07-28,2024-08-12,2024-08-11,Deliverd,40,12569.6,0
758,71,7,3,2024-02-06,2024-02-09,2024-02-19,Deleyed,61,9333.61,10
759,94,19,3,2022-07-16,2022-07-31,2022-07-30,Delivered,87,34049.19,0
760,48,50,2,2022-02-25,2022-03-07,,Cancelled,31,10077.17,
761,56,14,1,2023-04-17,2023-04-24,2023-05-05,delayed,39,19086.21,11
762,67,26,2,2024-09-11,2024-09-15,2024-09-22,Delivered,88,17638.72,7
763,63,25,5,2024-04-08,2024-05-06,2024-05-05,Deliverd,88,20486.4,0
764,69,46,4,2022-08-26,2022-09-17,2022-10-03,delayed,43,6529.98,16
765,94,33,2,2022-06-13,2022-06-20,2022-06-22,Deliverd,79,28367.32,2
766,44,17,3,2024-01-22,2024-01-26,,Cancelled,55,26024.35,
767,95,23,1,2022-02-05,2022-02-22,2022-02-20,Delivered,94,2626.36,0
768,6,37,5,2023-07-17,2023-07-31,2023-08-12,delayed,59,16827.98,12
769,96,22,1,2022-07-27,2022-08-11,,Canceled,82,37546.16,
770,39,37,2,2022-06-12,2022-07-11,2022-07-19,delayed,34,9697.48,8
771,78,18,2,2023-03-17,2023-04-13,2023-04-26,DELAYED,65,,13
772,29,7,,2024-04-28,2024-05-22,2024-05-23,Delivered,29,4437.29,1
773,2,25,5,2024-08-01,2024-08-22,2024-09-06,Deleyed,61,28404.04,15
774,11,43,1,2024-12-26,2025-01-20,2025-01-27,DELIVERED,74,11010.46,7
775,22,40,2,2023-09-15,2023-09-27,2023-09-28,Deliverd,,26574.0,1
776,28,39,4,2024-10-02,2024-10-12,2024-10-21,DELAYED,16,920.32,9
777,36,27,2,2024-04-01,2024-04-21,2024-05-07,Delayed,77,2004.31,16
778,52,26,5,2023-10-13,2023-11-01,,CANCELLED,29,5812.76,
779,54,38,4,2022-01-07,2022-01-27,2022-01-28,Delivered,84,5103.84,1
780,79,2,4,2022-06-14,2022-07-06,,CANCELLED,42,,
781,48,11,2,2024-03-08,2024-03-28,,CANCELLED,59,4239.74,
782,57,44,2,2023-08-24,2023-08-29,2023-08-30,Deliverd,78,301080.0,1
783,53,44,1,2023-11-10,2023-12-10,2023-12-08,Deliverd,87,335820.0,0
784,57,46,5,2022-09-05,2022-09-30,,cancelled,4,607.44,
785,19,8,4,2022-03-23,2022-04-06,2022-04-25,Delayed,14,6067.18,19
786,83,7,3,2022-10-18,2022-10-28,2022-11-08,Deleyed,43,6579.43,11
787,18,18,5,2024-06-29,2024-07-12,2024-07-25,delayed,77,2118.27,13
788,20,44,4,2023-09-21,2023-10-16,2023-10-16,delivered,38,146680.0,0
789,93,17,1,2023-04-12,2023-04-15,2023-04-14,Deliverd,47,22238.99,0
790,49,34,3,2022-11-16,2022-12-07,,Canceled,48,12958.56,
791,78,10,2,2024-02-17,2024-02-20,2024-02-20,delivered,36,10446.48,0
792,47,48,2,2022-01-25,2022-02-23,,Cancelled,26,6756.88,
793,73,4,1,2024-12-31,2025-01-30,,Canceled,58,25160.98,
794,25,6,3,2024-07-23,2024-07-31,2024-08-18,delivered,96,26871.36,18
795,15,13,1,2024-09-04,2024-09-21,2024-09-19,Delivered,62,19662.06,0
796,25,50,4,2022-01-20,2022-02-10,2022-02-18,Deleyed,83,26980.81,8
797,34,42,3,2023-07-09,2023-07-27,2023-07-28,DELIVERED,39,1340.82,1
798,98,32,4,2022-08-17,2022-09-13,2022-09-13,Deliverd,21,2049.81,0
799,99,20,5,2023-02-01,2023-02-28,2023-03-04,DELIVERED,41,12883.84,4
800,42,43,5,2023-10-26,2023-11-03,2023-11-05,Deliverd,21,3124.59,2
801,58,48,3,2024-08-24,2024-09-23,2024-09-23,,41,10655.08,0
802,92,14,2,2024-04-17,2024-05-01,2024-05-03,Delivered,85,41598.15,2
803,21,5,1,2023-02-13,2023-03-13,2023-03-19,Deliverd,32,3511.68,6
804,13,39,3,2024-03-09,2024-04-03,2024-04-15,DELAYED,76,14725.76,12
805,74,38,2,2022-06-01,2022-06-14,2022-06-23,delayed,39,2369.64,9
806,58,24,3,2024-12-23,2025-01-21,2025-01-22,DELIVERED,99,46603.26,1
807,83,9,1,2023-06-15,2023-06-26,,CANCELLED,16,3998.72,
808,37,35,3,2024-11-15,2024-11-29,2024-11-27,Delivered,63,13905.99,0
809,79,37,1,2024-12-25,2025-01-02,,Cancelled,60,17113.2,
810,68,22,5,2024-07-13,2024-08-08,2024-08-09,Deliverd,59,27014.92,1
811,87,15,3,2024-03-09,2024-03-12,2024-03-13,delivered,75,6099.75,1
812,6,35,1,2022-11-09,2022-11-18,2022-11-17,Delivered,78,17216.94,0
813,4,50,2,2023-03-04,2023-03-13,2023-03-13,Deliverd,46,,0
814,76,50,2,2023-03-04,2023-03-19,2023-03-20,delivered,49,15928.43,1
815,54,48,3,2022-11-30,2022-12-27,2022-12-28,DELIVERED,41,10655.08,1
816,47,7,4,2022-02-03,2022-02-06,2022-02-24,Deleyed,46,7038.46,18
817,42,18,1,2022-06-22,2022-07-15,2022-08-04,delayed,94,30757.74,20
818,21,40,3,2024-08-20,2024-09-16,2024-09-15,delivered,54,19133.28,0
819,34,41,4,2022-08-13,,2022-09-09,Delivered,48,,0
820,2,11,2,2022-10-23,2022-11-08,2022-11-10,Deliverd,13,934.18,2
821,82,9,,2024-04-30,2024-05-30,,cancelled,78,19493.76,
822,17,15,2,2022-07-17,2022-08-04,2022-08-15,Delayed,66,5367.78,11
823,67,43,4,2022-08-04,2022-08-14,2022-08-14,DELIVERED,76,11308.04,0
824,19,12,2,2022-10-25,2022-11-15,2022-11-17,delivered,2,970.56,2
825,80,14,4,2024-09-17,2024-10-17,2024-10-19,DELIVERED,59,28874.01,2
826,86,43,4,2023-01-17,2023-01-28,2023-02-07,DELIVERED,13,1934.27,10
827,17,46,5,2022-09-16,2022-09-22,2022-09-24,Deliverd,38,5770.68,2
828,100,44,,2024-10-30,2024-11-07,2024-11-18,DELAYED,29,111940.0,11
829,22,45,2,2024-12-22,2025-01-10,2025-01-19,delivered,68,27542.72,9
830,7,13,4,2022-11-08,2022-11-28,,cancelled,36,11416.68,
831,72,17,1,2024-09-02,2024-09-19,2024-09-19,Delivered,91,43058.47,0
832,32,38,4,2022-11-25,2022-12-22,2022-12-21,DELIVERED,25,1519.0,0
833,2,49,3,2022-11-07,2022-11-16,2022-11-25,Delayed,42,3566.22,9
834,93,5,2,2024-06-16,2024-06-28,2024-06-30,Delivered,97,10644.78,2
835,63,46,2,2024-08-13,2024-08-29,,Cancelled,89,13515.54,
836,14,4,4,2024-01-13,2024-01-23,2024-02-10,DELAYED,82,35572.42,18
837,86,32,5,2023-05-30,2023-06-13,2023-06-14,Deliverd,29,8689.27,1
838,83,7,5,2024-11-28,2024-12-28,2025-01-03,Delayed,76,11628.76,6
839,59,42,3,2024-05-13,2024-06-11,2024-06-17,Deleyed,57,1959.66,6
840,43,2,2,2022-02-22,2022-03-03,,Cancelled,81,18361.89,
841,34,45,4,2023-12-06,2023-12-20,2023-12-18,DELIVERED,82,33213.28,0
842,30,23,3,2022-12-19,2023-01-18,2023-01-25,Delayed,79,21625.46,7
843,45,46,3,2023-01-17,2023-02-13,2023-02-24,DELAYED,63,9567.18,11
844,83,33,3,2022-08-17,2022-08-26,,Canceled,90,32317.2,
845,92,17,4,2022-07-05,2022-07-30,,Canceled,19,8990.23,
846,57,21,1,2023-08-25,2023-09-16,,Canceled,29,1570.93,
847,3,19,1,2023-03-25,2023-04-04,2023-04-03,Deliverd,32,12523.84,0
848,74,26,5,2024-04-24,2024-05-02,,cancelled,81,16235.64,
849,18,23,5,2023-06-24,2023-07-10,2023-07-09,delivered,10,4794.6,0
850,92,39,1,2024-11-05,2024-11-30,2024-12-15,delayed,30,10885.5,15
851,3,5,4,2024-06-15,2024-07-03,,Cancelled,22,2414.28,
852,92,47,3,2022-05-11,2022-06-04,2022-06-04,delivered,4,893.92,0
853,88,50,2,2023-09-16,2023-09-29,2023-10-01,Delivered,70,22754.9,2
854,23,39,2,2022-05-26,,2022-06-16,Deliverd,100,38182.0,0
855,18,45,4,2024-04-06,2024-04-27,2024-05-15,DELAYED,61,24707.44,18
856,11,42,3,2024-10-20,2024-10-25,2024-10-24,DELIVERED,82,2819.16,0
857,50,1,1,2022-05-02,2022-05-26,2022-05-24,DELIVERED,42,202162.8,0
858,20,23,2,2024-10-17,2024-10-25,,CANCELLED,13,5685.29,
859,16,3,5,2022-11-01,2022-11-30,2022-12-05,DELAYED,69,11840.4,5
860,44,10,5,2022-12-09,2022-12-15,2022-12-26,Deleyed,79,22924.22,11
861,46,26,2,2022-05-15,2022-05-28,2022-05-27,Deliverd,6,1202.64,0
862,42,43,1,2022-07-22,2022-08-21,,CANCELLED,84,12498.36,
863,63,25,4,2022-10-05,2022-10-22,2022-10-23,Deliverd,11,2753.63,1
864,70,48,5,2022-04-23,2022-05-12,2022-05-10,Delivered,74,19231.12,0
865,95,44,1,2023-01-21,2023-02-04,,cancelled,56,216160.0,
866,82,14,4,2024-07-25,2024-08-02,2024-08-04,Deliverd,74,36214.86,2
867,20,26,3,2022-01-10,2022-01-20,2022-01-29,DELIVERED,6,1202.64,9
868,25,25,4,2023-09-27,2023-10-06,2023-10-04,Delivered,36,15224.04,0
869,42,32,2,2024-07-08,2024-07-15,2024-07-13,Deliverd,9,898.65,0
870,5,32,5,2023-06-20,2023-06-26,2023-06-25,delivered,26,1879.54,0
871,57,48,4,2022-05-19,2022-05-29,2022-06-14,delayed,19,4937.72,16
872,83,30,3,2022-01-30,2022-02-06,2022-02-12,DELIVERED,26,12841.14,6
873,78,5,4,2023-11-19,2023-12-13,2023-12-18,delayed,32,3511.68,5
874,93,2,5,2022-05-14,2022-05-30,,cancelled,80,18135.2,
875,81,15,1,2022-01-13,2022-01-28,2022-01-29,Delivered,98,7970.34,1
876,31,29,4,2024-03-01,2024-03-13,,cancelled,96,37979.52,
877,37,15,3,2022-11-10,2022-11-27,,CANCELLED,19,1545.27,
878,17,15,5,2022-02-12,2022-02-28,2022-03-01,Deliverd,52,4229.16,1
879,52,21,3,2024-06-28,2024-07-13,2024-07-29,delayed,86,4658.62,16
880,40,24,4,2024-01-15,2024-02-01,,Cancelled,83,39071.42,
881,24,34,4,2024-04-24,,2024-04-30,delivered,56,15118.32,2
882,60,27,2,2022-11-16,2022-12-09,2022-12-20,Deleyed,41,1067.23,11
883,12,4,1,2022-03-14,2022-04-07,2022-04-06,delivered,43,18653.83,0
884,61,38,3,2022-05-16,2022-05-30,,cancelled,58,3524.08,
885,21,40,5,2022-11-08,2022-11-16,2022-11-24,DELAYED,53,18778.96,8
886,3,25,4,2022-10-28,2022-11-14,2022-11-20,DELIVERED,62,5798.24,6
887,48,22,3,2022-02-10,2022-02-28,,cancelled,11,5036.68,
888,76,32,5,2023-02-08,2023-03-03,2023-03-01,DELIVERED,3,944.13,0
889,56,17,3,2022-02-18,2022-03-08,2022-03-14,Deliverd,58,,6
890,26,20,1,2022-01-22,2022-02-17,,Cancelled,49,15397.76,
891,44,27,4,2024-01-22,2024-02-19,,cancelled,91,2368.73,
892,98,2,1,2024-07-10,2024-08-03,2024-08-12,DELIVERED,17,3853.73,9
893,75,5,5,2022-06-28,2022-07-28,2022-07-26,Deliverd,20,2194.8,0
894,1,46,1,2022-09-07,2022-09-11,2022-09-09,delivered,12,1822.32,0
895,37,39,4,2024-12-20,2024-12-29,2025-01-09,Delayed,91,9206.47,11
896,10,45,1,2023-02-09,2023-02-20,2023-03-02,delivered,98,39693.92,10
897,84,34,2,2024-04-24,2024-05-13,2024-05-13,DELIVERED,1,269.97,0
898,87,1,4,2023-12-06,2024-01-01,2024-01-04,DELIVERED,96,462086.4,3
899,63,20,4,2023-06-22,2023-07-18,2023-07-19,delivered,98,30795.52,1
900,58,30,4,2024-04-19,2024-05-06,2024-05-21,Deleyed,,29633.4,15
901,24,10,2,2023-10-11,,2023-10-24,Deliverd,76,,0
902,78,13,2,2024-03-14,2024-03-22,2024-03-29,delivered,63,19979.19,7
903,64,16,2,2022-08-06,2022-08-11,2022-08-18,Delivered,67,5368.71,7
904,77,40,4,2023-09-29,2023-10-23,,cancelled,16,5669.12,
905,30,21,2,2024-08-27,2024-09-01,2024-09-02,Deliverd,89,4821.13,1
906,79,46,2,2023-11-10,2023-12-05,2023-12-25,Deliverd,76,11541.36,20
907,94,30,4,2022-07-15,2022-07-30,2022-08-06,delivered,78,38523.42,7
908,72,40,3,2022-05-01,2022-05-19,2022-05-17,DELIVERED,62,21967.84,0
909,8,19,1,2023-02-14,2023-03-15,2023-04-06,DELIVERED,94,36788.78,22
910,98,42,1,2022-01-23,2022-02-04,2022-02-04,delivered,83,2853.54,0
911,78,13,3,2024-06-28,2024-07-25,2024-07-25,delivered,,28858.83,0
912,49,21,2,2023-10-31,2023-11-20,2023-12-06,DELAYED,93,5037.81,16
913,92,4,5,2022-03-12,2022-04-04,2022-04-06,Delivered,93,40344.33,2
914,9,22,4,2023-04-27,2023-05-02,2023-05-06,Deliverd,97,44414.36,4
915,83,16,2,2022-07-03,,2022-07-30,delivered,8,641.04,0
916,98,2,4,2022-11-09,,2022-12-09,Deliverd,66,14961.54,0
917,90,1,4,2023-03-04,2023-03-14,,Canceled,45,,
918,21,33,3,2023-07-31,2023-08-11,,cancelled,50,17954.0,
919,27,50,5,2022-09-02,2022-09-25,2022-09-26,Delivered,52,16903.64,1
920,81,4,4,2023-09-04,2023-10-03,2023-10-15,DELIVERED,,,12
921,97,26,4,2023-01-06,2023-02-05,2023-02-06,DELIVERED,78,15634.32,1
922,1,1,1,2022-06-09,2022-07-01,2022-07-19,delivered,36,173282.4,18
923,16,50,3,2024-05-16,2024-06-11,2024-06-12,delivered,5,1625.35,1
924,72,38,4,2022-03-04,,2022-03-20,Deliverd,89,5407.64,0
925,53,32,1,2024-03-25,,2024-04-23,Delayed,56,23347.52,5
926,35,2,3,2023-07-31,2023-08-26,2023-09-06,Deleyed,86,19495.34,11
927,12,19,1,2024-06-10,2024-06-30,2024-07-12,Deleyed,47,18394.39,12
928,99,30,3,2022-10-26,2022-11-08,2022-11-10,Deliverd,45,22225.05,2
929,70,29,4,2022-06-27,2022-07-19,2022-07-31,Delivered,97,38375.14,12
930,51,14,2,2022-10-25,2022-11-16,2022-11-15,Delivered,89,43555.71,0
931,88,48,2,2022-01-09,2022-01-20,,Cancelled,30,7796.4,
932,97,23,5,2024-03-19,2024-04-07,2024-04-19,Deleyed,96,20152.32,12
933,89,32,1,2022-01-02,2022-01-30,,CANCELLED,19,8716.44,
934,10,50,2,2023-01-27,2023-01-30,2023-01-28,Delivered,88,28606.16,0
935,80,20,2,2023-09-07,2023-09-20,2023-10-06,Delayed,55,17283.2,16
936,76,28,1,2023-12-21,2023-12-24,2024-01-03,Deliverd,89,9167.89,10
937,96,30,1,2022-06-27,2022-07-15,2022-07-13,Deliverd,49,24200.61,0
938,88,7,4,2024-07-13,2024-07-22,,Cancelled,2,306.02,
939,93,35,4,2024-08-06,2024-08-17,,CANCELLED,84,18541.32,
940,88,28,3,2022-03-23,2022-04-04,,Canceled,15,1545.15,
941,44,12,3,2022-12-28,2023-01-24,2023-01-30,Deleyed,29,14073.12,6
942,47,29,1,2022-08-26,2022-09-01,2022-09-03,DELIVERED,64,25319.68,2
943,12,5,4,2023-07-26,2023-08-11,,cancelled,9,987.66,
944,70,29,2,2022-10-09,2022-10-15,2022-10-17,Delivered,85,33627.7,2
945,51,48,,2022-08-26,2022-09-15,2022-09-14,Delivered,90,23389.2,0
946,61,13,2,2022-01-19,2022-01-31,2022-01-30,delivered,85,26956.05,0
947,73,33,4,2022-05-26,2022-06-02,2022-06-05,Deliverd,10,3590.8,3
948,86,2,4,2023-06-22,2023-07-08,2023-07-12,Deliverd,25,5667.25,4
949,97,27,5,2022-09-18,2022-10-06,,cancelled,83,2160.49,
950,19,46,1,2024-05-04,,,cancelled,100,15186.0,
951,61,21,5,2023-12-01,2023-12-13,,Canceled,40,2166.8,
952,33,41,5,2023-12-03,2023-12-23,,cancelled,9,1038.78,
953,43,23,2,2023-10-26,2023-11-05,,cancelled,40,4160.0,
954,60,21,5,2022-10-13,2022-11-10,2022-11-10,DELIVERED,27,1462.59,0
955,92,26,2,2023-11-22,2023-11-30,2023-12-16,DELAYED,62,12427.28,16
956,25,1,4,2024-02-11,2024-03-11,,CANCELLED,9,43320.6,
957,7,13,4,2023-07-22,2023-08-10,,CANCELLED,35,11099.55,
958,35,18,1,2022-09-02,2022-09-09,2022-09-07,Deliverd,14,3902.64,0
959,29,16,4,2022-01-21,2022-01-27,2022-02-06,DELIVERED,30,2403.9,10
960,22,49,3,2022-02-17,2022-03-09,,Canceled,,2462.39,
961,29,16,1,2023-07-07,2023-08-04,2023-08-12,delayed,53,,8
962,13,25,5,2023-09-24,2023-10-10,,CANCELLED,58,6644.48,
963,63,14,3,2024-02-18,2024-02-21,,cancelled,87,42576.93,
964,27,11,4,2024-06-24,2024-07-16,2024-07-14,DELIVERED,52,3736.72,0
965,9,42,2,2024-08-19,2024-08-22,,CANCELLED,90,,
966,45,28,1,2024-06-12,2024-07-08,2024-07-26,DELAYED,33,3399.33,18
967,47,3,2,2024-11-25,2024-12-17,,Canceled,49,8408.4,
968,40,18,4,2022-06-12,2022-07-01,2022-07-01,Delivered,24,2934.0,0
969,31,28,,2022-12-27,2023-01-08,,Cancelled,22,2266.22,
970,24,10,2,2023-01-02,,2023-01-30,delivered,69,,8
971,20,4,2,2024-10-30,2024-11-03,2024-11-12,DELAYED,61,26462.41,9
972,18,5,,2022-12-25,2023-01-19,2023-01-28,Deliverd,49,5377.26,9
973,96,37,5,2024-04-07,2024-04-26,2024-05-12,Deleyed,92,26240.24,16
974,39,39,1,2022-03-16,2022-03-25,2022-03-25,delivered,53,10465.38,0
975,51,42,2,2022-10-29,,,Canceled,39,1340.82,
976,13,10,2,2024-08-10,2024-08-24,2024-08-25,Deliverd,82,23794.76,1
977,9,3,4,2022-06-09,2022-07-01,2022-07-03,,62,10639.2,2
978,43,29,1,2023-07-07,2023-07-11,2023-07-13,DELIVERED,52,20572.24,2
979,100,3,5,2022-09-10,2022-09-27,2022-10-15,Delayed,86,14757.6,18
980,26,10,2,2023-11-08,2023-12-02,2023-12-15,Deleyed,98,,13
981,71,10,4,2022-09-30,2022-10-09,2022-10-20,,55,15959.9,11
982,87,30,2,2023-06-28,2023-07-24,2023-07-31,Deleyed,22,10865.58,7
983,95,36,5,2024-02-02,2024-03-03,2024-03-16,delayed,71,24604.34,13
984,56,15,2,2023-07-26,2023-08-23,,cancelled,3,243.99,
985,60,15,2,2023-09-08,2023-10-06,2023-10-05,DELIVERED,32,2602.56,0
986,52,4,3,2023-09-05,2023-09-10,2023-09-11,Deliverd,56,24293.36,1
987,52,38,4,2023-09-23,2023-10-03,2023-10-23,delayed,28,1701.28,20
988,95,6,,2023-11-01,2023-11-22,2023-11-29,Deleyed,11,3079.01,7
989,88,24,3,2022-11-08,2022-11-12,2022-11-10,Delivered,87,40954.38,0
990,63,11,2,2022-03-21,2022-04-11,2022-04-15,Delivered,51,3664.86,4
991,37,32,1,2023-06-17,2023-06-25,,Canceled,78,9333.48,
992,42,20,2,2024-11-08,2024-11-20,2024-11-28,delivered,86,27024.64,8
993,37,47,2,2022-10-30,2022-11-05,2022-11-14,delayed,10,2234.8,9
994,45,26,2,2023-09-12,,2023-10-17,DELIVERED,25,5011.0,10
995,90,49,3,2024-03-25,2024-04-22,2024-04-22,delivered,73,6198.43,0
996,93,32,5,2023-11-17,,2023-12-11,Delivered,36,16364.88,17
997,88,10,2,2024-02-03,2024-02-16,2024-02-18,DELIVERED,43,12477.74,2
998,59,35,3,2023-02-07,2023-02-23,2023-02-25,Deliverd,97,21410.81,2
999,76,15,5,2024-05-04,2024-05-21,,Cancelled,41,3334.53,
1000,1,16,4,2024-03-19,2024-03-30,2024-03-28,DELIVERED,51,4086.63,0
1001,85,14,5,2022-02-03,2022-02-22,2022-02-28,delivered,69,33767.91,6
1002,62,42,,2022-12-29,2023-01-18,2023-01-19,DELIVERED,32,1100.16,1
1003,89,20,3,2022-11-28,2022-12-14,2022-12-16,delivered,70,,2
1004,99,8,3,2023-05-06,2023-05-11,2023-05-25,Delivered,65,28169.05,14
1005,3,17,5,2023-12-31,2024-01-28,2024-01-29,Delivered,93,44004.81,1
1006,81,31,2,2024-12-05,2025-01-03,,CANCELLED,97,13582.91,
1007,85,48,1,2024-04-04,2024-04-13,2024-04-14,Deliverd,30,7796.4,1
1008,3,37,1,2022-03-27,2022-03-31,2022-04-11,DELAYED,46,13120.12,11
